Id,SalePrice
1356,111915.19658028637
1154,101271.55797845221
1730,197885.3891325722
2249,150038.98814012588
1119,292254.99404545256
2856,131691.92536454822
1394,120394.2643975233
2587,104576.2510437581
61,307401.3676616063
2661,173511.48571564443
2711,122766.72112953554
1147,188863.75836923157
757,126767.76753778063
2623,103175.7695827006
2378,130822.1220168625
1413,142033.3530943212
1722,201425.70020178976
1112,214083.3915018761
1623,188133.34281281848
1201,197875.1118259107
1513,114888.37825365398
957,452699.7567846939
1171,258742.32848554314
1145,195801.74242964337
2726,225703.70307622466
703,162962.96463423877
760,79330.85749443986
1964,156460.5679710945
2512,180148.02999951804
159,144450.55574273752
1281,170292.1761469253
468,181763.10180634164
290,124220.68048854117
665,98517.22176405732
1463,255620.04216322684
1792,217967.25170505556
923,164502.40856685204
500,278666.569354798
1408,186398.3667444267
331,71350.21987494224
170,120936.69773418584
2192,95081.65472919219
2571,311636.03957396117
2314,169595.00069064894
2647,89709.24614555009
422,436213.6552377257
2457,365460.7654155715
1838,200947.2806202759
2805,266117.95725696837
1645,151523.15309002314
1711,295913.9045156443
2825,238719.12890432053
322,342781.45677760604
2103,273233.3315804017
342,115948.7897393537
600,122313.4342199004
488,171993.50374919298
1725,307256.20430423156
2246,308647.7059046944
2847,154281.3375009688
806,241790.0978259556
530,225623.58912019824
963,189214.6219354559
2678,99879.88786803825
171,80004.18544756477
2401,450701.3686923807
805,234876.4372813935
2259,268207.2179822535
1748,190449.54825922448
1361,133774.93197553832
1677,112710.58172953197
1406,165399.1714919502
2322,275905.39339788543
688,156063.56302850138
143,140715.3723179854
804,220745.4165583299
1214,171155.93102021614
2828,166055.22501617862
1999,187763.25491874595
2467,206482.77149109697
2665,165295.20192799816
1538,361104.94489369344
398,116663.56410771047
2822,155959.40779438484
2157,145905.74110774673
1856,201338.39069971023
1269,83951.22302410589
2570,104717.38928445733
2320,242153.05737796894
1517,128748.19380078564
2304,108855.63517223396
1312,92826.76046611796
2012,129481.84099291847
506,241538.12826105882
2865,200536.52809891023
2367,99580.77798850628
554,89297.2509182875
238,131190.5293135701
1954,110509.48905841078
2488,133702.16354388036
2291,80405.09804488574
1969,113508.61068104918
2725,159965.16353084485
1482,154945.66537684653
2763,201482.0520306329
503,253853.62640504615
1584,247156.13534383482
1531,141907.9542978719
2210,183536.7297086098
459,328791.0084270729
556,129068.03026087943
1347,133761.71147844658
1290,74308.05643470111
1388,93749.5185355006
1571,348908.2635078813
2754,213982.86504903174
765,147139.86986177904
2494,120673.00515272153
2870,229006.99556267282
7,198809.61075151322
1114,245858.3749662243
2418,295653.80612739746
291,130040.89878526075
18,337054.46830483386
39,378887.7478613112
1001,219623.40591788525
2442,239081.93820902845
616,120086.43328988849
2680,71953.2745258568
1414,127476.91045305014
289,155093.86854172795
40,257830.37853960443
860,121001.37894263846
409,126568.46777623269
673,143876.49723625858
2427,196379.1105702237
2036,229324.15266801364
2564,130770.0320451668
642,163769.5225561559
1008,185162.01334629333
1908,157183.04555240998
2519,216802.14946470768
1369,90540.01820452587
2855,158888.87121754538
712,93723.98686395274
1943,123993.02032675096
1958,126358.79751817435
107,165485.46260735334
2295,202555.05547175684
704,102294.91344706983
676,137913.04757792118
259,180110.82905082902
93,293308.002942578
106,240877.12250655884
2315,170224.3221174207
1050,105714.66630319518
1095,213944.47924824318
2709,146532.44549940072
758,127063.19356608143
1496,147866.54441610936
2370,119574.10687108777
2458,299329.419680868
2733,139388.96308203525
161,241709.51483284595
726,144747.491380094
845,205070.26717381962
947,250666.7579292774
2232,113959.89966679575
2563,151113.70544872578
2299,140036.37100337486
211,79806.4908377717
605,162538.726374535
1478,192268.15038650538
2247,289974.2799887307
2274,267337.91440210957
2869,215815.53025020735
967,212517.2905731154
2656,122010.13035192213
667,208683.0787052906
1042,110434.43581770298
2023,154457.80401410538
2447,394887.00702914293
2055,129239.65763521142
2275,314746.41194077156
2204,162370.73783952056
1563,276648.2119027127
483,209089.6578645134
796,127324.83884658708
1526,147407.07015034778
2042,121784.39558126799
442,338199.0208610594
1693,328938.69617964857
1468,228727.09462357417
1430,198748.9927587612
2605,137908.7705836519
1529,197223.47469096526
335,145449.5079532644
1287,126212.27181930844
31,96941.55668146712
1785,328089.785792749
82,161249.97510583632
2620,126131.65357054389
252,179705.69654750064
721,72098.27756809279
2165,199146.59389714905
2316,189369.2624956202
775,118550.81080373956
1558,93778.35754649423
17,218262.1405849054
1022,236814.96165111667
925,118853.4198049331
438,254926.52017352215
1270,141142.80475200957
1272,131229.68893084518
215,136794.67341263458
266,235052.9239067619
2402,274923.0122232001
1250,128027.1957825905
1984,121470.21849096674
1279,136944.437332061
377,262244.3146681411
1252,114979.24041903662
2156,275439.0311061315
499,337647.9484827389
1374,124263.9689862672
2898,237568.8592359273
401,113833.3197181643
2721,153199.04509157417
2078,243522.90709423876
2589,123353.75921319483
1946,220952.68484529914
1334,116794.13394120676
2781,234422.21904437875
431,404038.8004760766
576,210734.9436519602
1474,215625.6060797613
2254,127850.29150223813
2155,292285.5454717188
885,102122.86425062352
643,134366.3831855681
1944,115831.01147906476
480,198979.79629773038
2845,97426.9944399747
2387,314630.5427163666
2407,210193.4602013599
2527,172214.4939583403
2514,140885.55399263187
629,149304.00802919245
80,215976.22588996857
1876,134109.28575500083
1546,115141.58783006435
2518,174635.51997018798
2347,155477.00171283341
783,245824.69681334257
1322,49211.482328192564
194,86359.0054452006
1770,299152.03742828325
2143,137037.0792527355
1229,239704.28273694086
511,282466.22497650376
46,232267.34820603495
1348,166384.86998544424
2465,204790.56789800667
387,228688.60504426993
873,231280.06110392668
1918,125549.49576434067
2764,247040.6059353641
2184,116490.26294848343
934,136430.82821039634
1920,123765.29587020449
2631,144832.80530761188
1768,603603.9925646004
2040,120238.67512875484
1749,215697.34174846893
834,247222.66140452604
1457,234821.951124973
79,116867.75060105367
2302,129747.35272587655
1817,139511.32273686095
2755,250182.83229236156
359,174112.09460942016
2059,104856.0171273472
2092,259564.40350293263
2516,214995.54296643136
150,109439.21639863361
1656,103395.37642747846
83,97420.00943207598
2411,202146.59373527835
795,82317.61865599427
2312,227269.30787844732
2917,86757.15901733961
1624,178628.19328849844
2215,294031.0009616678
1211,152411.50791502208
1485,170564.84418124583
1024,182976.0977813172
570,192188.3760169032
2874,131857.42584164892
700,123227.41000547292
2756,226132.84413227713
2022,176831.00008593348
583,234457.84704267344
2392,385673.78879601933
2424,183710.17875962527
212,97310.69486011067
736,130073.69505337911
1610,163084.41260603425
890,109329.51893709114
467,181910.11732090576
578,223667.57030886994
1747,202877.0791272654
1149,155052.00219920752
2758,268115.24383362435
857,139034.37446691148
2219,278225.59030337207
733,104691.2383036841
2909,107416.20770918223
1798,245747.4665299094
235,112696.82022463734
2366,124647.34540776454
1027,130057.5489172854
1195,137722.3753169756
1303,54290.90845168807
148,196781.95125160215
608,165389.17445272568
2515,196812.3464242114
821,282828.2156866854
2500,274775.3611938485
745,98538.14574538897
741,122764.62418144601
1611,125440.93414414834
2532,113433.98666530976
1081,246347.03378052448
1692,444913.3629445195
2520,187047.74384884603
276,113883.0226231501
1992,129696.52692704069
663,57394.32506553075
418,112322.62347174305
1733,213928.54851022724
2359,155552.14618324043
253,177458.8972161495
1518,191344.54886630934
2035,139093.28687394055
2919,77501.28779802022
1540,242171.61538931978
2120,137513.79156591394
1674,165839.041687325
256,145298.0065388282
2361,95325.52656526277
978,71368.50550372567
2280,129465.35401505587
2095,227252.37378282033
1709,318011.8920429462
2801,250280.07495275885
1246,111388.99060679432
2373,100274.03880370736
1055,295278.18879082013
2017,122942.21374449809
1099,272179.99553294707
1344,72196.41186134936
835,218145.54139000393
1117,233548.168527075
2043,92765.40382850183
2085,117691.03878105417
410,137486.35436886703
2650,108117.71229072912
2867,161631.49951917122
1668,109611.96315953617
1161,151728.54915070356
2122,176176.0303742133
2539,138973.3946734851
1047,129965.54498951386
1445,119765.32642537364
541,130154.3369015466
569,223169.66989648857
1276,125368.56292667473
918,138842.16200374666
326,159309.98221936438
1936,124179.05015462972
895,108119.67275051224
257,136120.99219200612
1241,197161.1246021477
1545,114406.31962513094
1189,183150.285751806
270,147501.0416743402
2066,170032.4798771453
693,102503.23320541682
1259,137178.59115060058
2916,142902.23373167263
2321,319505.18584085046
1977,105821.8929911062
1895,143310.21221627016
1240,176663.0675142507
85,141783.33610176836
1823,120139.11909155388
825,292731.9687391116
110,227603.79045323184
697,117691.99697619776
2297,100070.58504188451
1231,140338.1546040097
1355,131774.04942410428
968,353745.36274348816
584,221470.44348066908
1315,132987.71917877352
1606,138000.6576903421
206,112483.29492282121
1685,376088.8410160175
2016,130243.34890690143
869,208270.49173522892
2135,120346.5982676564
2346,178750.78481524752
2430,250516.80475690955
2198,84381.22358117948
2652,112261.11333070716
27,115460.12569800971
241,161738.33727485317
906,121899.90562594308
1506,108336.94239988478
2098,383385.86005056265
1435,234623.0981226346
2213,133297.54304659515
1274,136134.59262472368
743,41833.56335671633
1737,207931.11201893273
2797,287334.9923324605
2185,72338.16073920875
58,162971.26802975408
830,200085.77083899878
808,114547.52649054081
680,129841.17919266221
1153,109121.11383368557
1291,134111.55011539426
1818,153016.4190188917
2161,201853.99353343056
1883,118362.21703091852
350,318121.1161078021
2473,165022.42517297782
295,184906.55769711957
293,199485.5813426749
859,128666.54183134361
288,74359.68102070536
1578,140811.5857397334
102,193964.76549778885
2831,152512.94991201189
1030,157025.37586783702
2551,148200.32464834471
1286,141805.86902318112
958,330590.939863333
776,120528.18135150659
72,231768.79727592584
2263,288801.792971913
1866,152599.965244532
2876,73877.95790557479
2146,252378.49997368522
103,172950.45378153332
1500,143714.5220061526
492,175416.34960266677
167,155538.2430801668
2597,114606.39004476341
2685,101857.31272945247
1035,157967.97756862082
1220,68275.08298047047
2602,150975.68909769706
2159,210897.00096099512
695,156983.6193415373
1109,268738.2955681622
640,193376.3362483227
1652,149049.0368594848
2090,184511.88425750227
1188,184622.3166476436
2345,237444.89459599732
1059,406417.5063132697
2751,246416.97001694932
128,206186.67760842605
1523,189240.96320276964
2925,188778.6502653494
2145,305623.42376044975
1121,225771.0526444403
566,253741.53214431228
565,243449.47322015453
1331,131237.50046195366
2928,110760.4447066073
156,139558.3626398755
797,136209.78801787886
327,89479.22516338066
2859,130382.56798241287
1453,115838.15545326592
1762,343352.2374116746
1868,218591.8667908785
1760,174293.8048778786
1113,237268.04482693822
1812,195656.5664306661
117,151593.84247196422
1142,222291.94343069592
2342,421188.8343035878
927,149866.03544541917
2478,171260.24395562086
655,79893.03180083357
2064,127654.34183911297
369,247454.62338660785
2239,124986.13076204968
2732,213079.20891688723
1653,168104.15915262164
959,231506.45043149334
2395,346269.70975569007
1412,99155.01396714275
271,243452.5336722482
1484,155428.71343919984
1497,155471.3827667051
552,158305.62933842893
2,122233.31008985147
1855,312772.0719818084
4,295560.43323493726
2292,148677.3838871477
134,137870.55893997347
646,101356.1564512165
42,292853.6626287412
532,221706.7353730945
713,96833.9942273051
2561,139402.06681078402
2360,130872.97452356249
1333,124389.2771835195
1407,274057.135040294
2892,317970.5463105865
574,220482.4771600938
1227,189280.25195782323
2591,233354.83617179576
1476,222619.73051359507
1125,255173.75390792533
1446,135890.53328429846
408,114268.53708023834
1101,294088.8246877616
2251,196557.59052349266
373,185836.02116848258
2554,138783.50164665893
2382,249209.62898861687
1985,86474.79457254958
519,245931.25689287012
1093,185574.3624387942
864,253815.03440264193
2889,154415.26980134175
2308,187352.5985669682
986,153664.00779436424
1302,146373.62122192062
585,154321.1826825866
2708,140584.93484060303
147,123714.33982748867
1441,234697.38824218194
383,198753.34743278226
285,143240.23896338916
181,107992.30063879146
358,186428.5947075291
780,165831.51020680755
258,183173.8098034502
1865,219235.7070434089
692,121321.55764989689
2902,359232.7410713931
508,246863.7958980423
2638,144720.15240718838
36,130619.04707671585
611,178091.0425070917
2281,162620.47671646668
1678,122974.85639671388
1696,468158.0222763411
1557,85331.66907303876
2180,145900.32735203012
1726,219309.08895331566
951,144057.9520690598
267,230033.40031263846
2706,136376.45593088746
2221,251653.3966047403
1357,165886.2540423644
2901,334988.6883554169
347,166431.60912419055
2164,194021.65933940944
1586,324850.9502532678
360,154198.2894248962
1769,232322.43862427823
2617,166454.2317676361
1879,138919.07239946676
991,237762.6558332811
1535,128056.15193254233
1191,151597.49408929306
1579,233977.39813630647
1882,130695.75280736247
1510,128641.64467555843
2196,156548.00185839634
1845,177232.5073073459
2336,399715.6088028711
942,90464.62967647766
861,115086.9251229154
2555,112088.26331057251
1392,153499.41455737216
2099,272848.2489958148
1543,113674.30734336273
948,278659.610235446
1239,181143.74573215068
22,195012.0279315246
2796,248960.98963601736
2747,192990.16112115496
92,290945.11007014837
210,169113.7600041147
1858,215171.87056466003
2228,161197.91961008124
447,227255.4061750467
827,248959.3641858779
1649,221748.10621538718
682,133949.64076938882
2698,107862.74500420882
494,157673.70374888324
214,87496.5791151932
2441,267216.0412669687
2679,95913.35627813968
1336,124856.7460011876
465,187435.5709909645
1524,144797.284738427
2543,115311.57325674967
631,145025.8439814046
2452,318686.21402551513
228,157475.84013148307
126,163664.7392231045
1092,242511.95873259642
1122,208396.20063609633
932,212259.4588819075
1980,48682.67191433173
2171,126767.10164118651
551,150586.06315830938
2768,172620.8276228188
2056,104292.177795164
1159,359544.5337726263
2645,111622.49883691534
1174,176000.03142966278
2266,223314.87620138528
2462,408468.00852493604
1219,148933.22788616494
2922,188508.9392287103
118,142595.42518935382
474,164050.02800484124
2576,145047.33168919792
872,294203.316419198
1077,197806.81374838142
1536,134882.1792416974
1150,118378.97165016059
2341,341510.90469251235
1931,146224.44435959205
2785,137106.40568532457
2538,125387.60319566686
597,214785.62923900827
464,181404.6228611192
233,244848.4798419299
2169,146343.26783109427
2123,169894.1765538594
1867,174167.6179977334
137,247552.8513386823
515,248721.80175334358
933,109132.81103870395
2784,164082.13434976432
972,156952.20814261283
599,178579.10502636197
2614,127796.04110851709
2582,149352.3205663981
1409,184602.92629479754
175,107546.92504077867
352,188848.25133507812
976,85353.90868543452
2134,197858.24989730478
984,113648.95130668182
2396,356690.84069881565
1673,127204.3923192508
404,115531.29598503458
607,169490.935579333
814,164376.25706123287
868,192175.8857408911
2271,179504.7888010541
1633,216629.76853220028
337,160770.47857486457
2765,185240.72530908795
1746,260420.19180776912
368,312206.45267907786
2806,211953.7887637577
1662,187393.2659294573
1234,229198.9834431674
1373,126492.82887105516
1672,109284.25870607456
1939,125403.66526009126
